Date,SeasonType,Season,Week,Team,Opponent,HeAy,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
2009-11-30,1,2014,12,NE,NO,AWAY,17,38,55,Louisiana Superdome,Dome,57,85,0,57,2.5,7,3,7,0,0,33,16,33:16:00,23,8,12,3,70,366,5.2,2,28,122,4.4,2,40,23,244,0,2,6.1,10.6,57.5,54.58,13,4,30.8,3,2,67,4,2,1,1,41,0,0,2,1,2,12,1,1,0,3,138,46,3,1,-2,3,21,7,7,0,26,44,26:44:00,18,4,14,0,50,480,9.6,5,26,113,4.3,0,23,18,367,5,0,16,20.4,78.3,158.33,10,4,40,1,1,100,4,2,1,1,52,4,36,1,1,1,4,7,3,0,3,130,43.3,1,3,2,50,100,-6,-2,-1,3.8,4.2,4.8,50,100,6,2,1,10.7,16.7,4.2,4,2,0,0,44,2,2,0,0,0,0,0,2,1,0,1,41,3,80,0,0,7,7,4,0,29.7,5,5,0,0,0,0,0,2,1,0,2,6,4,95,2,46,39,16,1,4,1,1,1,0,0,0,0,0,41,0,30,0,0,0,0,132,51,12,2,12,7,1,1,7,0,0,0,0,11,0,28,0,0,0,0,89,Patriots,Monday,42,24,0,0
2009-11-30,1,2014,12,NO,NE,HOME,38,17,55,Louisiana Superdome,Dome,57,85,0,57,-2.5,3,21,7,7,0,26,44,26:44:00,18,4,14,0,50,480,9.6,5,26,113,4.3,0,23,18,367,5,0,16,20.4,78.3,158.33,10,4,40,1,1,100,4,2,1,1,52,4,36,1,1,1,4,7,3,0,3,130,43.3,1,3,2,7,3,7,0,0,33,16,33:16:00,23,8,12,3,70,366,5.2,2,28,122,4.4,2,40,23,244,0,2,6.1,10.6,57.5,54.58,13,4,30.8,3,2,66,4,2,1,1,41,0,0,2,1,2,12,1,1,0,3,138,46,3,1,-2,50,100,6,2,1,10.7,16.7,4.2,50,100,-6,-2,-1,3.8,4.2,4.8,7,7,4,0,29.7,5,5,0,0,0,0,0,2,1,0,2,6,4,95,2,46,4,2,0,0,44,2,2,0,0,0,0,0,2,1,0,1,41,3,80,0,0,51,12,2,12,7,1,1,7,0,0,0,0,11,0,28,0,0,0,0,89,39,16,1,4,1,1,1,0,0,0,0,0,41,0,30,0,0,0,0,132,Saints,Monday,24,42,0,0
2009-12-03,1,2014,13,BUF,NYJ,HOME,13,19,32,Rogers Centre,Dome,70,40,0,37,3,3,7,0,3,0,24,50,24:50:00,10,5,5,0,50,194,3.9,1,24,123,5.1,1,23,9,71,0,1,3.1,7.9,39.1,29.44,11,1,9.1,0,0,0,2,1,0,0,11,1,5,3,1,3,27,6,7,0,7,336,48,2,0,-2,3,13,0,3,0,35,10,35:10:00,17,12,5,0,65,331,5.1,1,43,249,5.8,0,17,8,82,1,0,4.8,10.2,47.1,81,16,5,31.2,0,0,0,4,1,0,0,37,3,18,2,0,5,36,8,3,0,7,283,40.4,0,2,2,50,0,-2,4,2,16.3,27.3,11.5,25,0,2,-4,-2,12.5,30.8,22.7,4,1,0,0,42.7,1,1,0,0,0,0,0,2,2,0,2,11,6,137,0,0,6,2,0,0,38.9,1,1,0,0,0,0,0,4,4,0,5,37,4,76,1,0,53,27,5,36,3,2,0,-1,0,0,0,0,11,0,35,0,0,0,0,299,35,22,3,27,7,2,1,7,0,0,0,0,12,0,32,0,0,0,0,272,Bills,Thursday,26,22,0,0
2009-12-03,1,2014,13,NYJ,BUF,AWAY,19,13,32,Rogers Centre,Dome,70,40,0,37,-3,3,13,0,3,0,35,10,35:10:00,17,12,5,0,65,331,5.1,1,43,249,5.8,0,17,8,82,1,0,4.8,10.2,47.1,81,16,5,31.2,0,0,0,4,1,0,0,37,3,18,2,0,5,36,8,3,0,7,283,40.4,0,2,2,3,7,0,3,0,24,50,24:50:00,10,5,5,0,50,194,3.9,1,24,123,5.1,1,23,9,71,0,1,3.1,7.9,39.1,29.44,11,1,9.1,0,0,0,2,1,0,0,11,1,5,3,1,3,27,6,7,0,7,336,48,2,0,-2,25,0,2,-4,-2,12.5,30.8,22.7,50,0,-2,4,2,16.3,27.3,11.5,6,2,0,0,38.9,1,1,0,0,0,0,0,4,4,0,5,37,4,76,1,0,4,1,0,0,42.7,1,1,0,0,0,0,0,2,2,0,2,11,6,137,0,0,35,22,3,27,7,2,1,7,0,0,0,0,12,0,32,0,0,0,0,272,53,27,5,36,3,2,0,-1,0,0,0,0,11,0,35,0,0,0,0,299,Jets,Thursday,22,26,0,0
2009-12-06,1,2014,13,DAL,NYG,AWAY,24,31,55,Giants Stadium,Artificial,37,46,8,46.5,-1,0,10,7,7,0,38,50,38:50:00,27,4,23,0,80,424,5.3,3,23,45,2,0,55,41,379,3,0,6.9,9.2,74.5,111.1,17,9,52.9,1,0,0,3,2,3,2,0,5,30,1,1,2,13,6,4,0,5,227,45.4,1,2,1,0,14,7,10,0,21,10,21:10,15,6,9,0,49,337,6.9,4,23,100,4.3,1,25,11,237,2,1,9.5,21.5,44,88.25,10,4,40,0,0,0,2,1,2,1,95,2,10,2,1,1,4,7,8,0,5,198,39.6,2,1,-1,66.7,66.7,-1,-4,-1,17.4,23.1,3.5,50,50,1,4,1,34.8,12.3,3.8,5,0,0,0,26.4,3,3,0,0,0,0,0,3,1,0,0,0,6,111,1,0,6,0,0,0,39.6,4,4,0,0,0,0,0,1,1,0,3,95,4,70,0,0,31,11,1,4,5,2,1,0,0,0,0,0,0,0,30,0,0,0,0,132,62,25,2,13,4,1,1,24,0,0,0,1,79,0,20,0,0,0,0,198,Cowboys,Sunday,57,26,0,0
2009-12-06,1,2014,13,DEN,KC,AWAY,44,13,57,Arrowhead Stadium,Grass,37,45,6,39.5,-6,7,7,20,10,0,35,55,35:55:00,24,13,10,1,73,413,5.7,5,45,245,5.4,2,25,15,168,2,1,6.7,11.2,60,90.08,13,4,30.8,1,1,100,6,4,2,2,91,3,20,2,2,3,12,7,7,0,3,155,51.7,3,3,0,0,6,0,7,0,24,5,24:05:00,14,7,7,0,71,222,3.1,1,26,94,3.6,1,43,16,128,0,2,3,8,37.2,26.21,17,6,35.3,2,0,0,3,1,2,1,18,3,25,2,1,2,6,4,3,0,7,376,53.7,3,3,0,66.7,100,3,4,-1,26.9,15.6,10.7,33.3,50,-3,-4,1,6.7,14.3,4.4,9,2,0,0,45.7,5,5,0,0,0,0,0,3,3,0,6,83,4,80,2,8,4,0,0,0,41.9,1,1,0,0,0,0,0,2,2,0,2,18,9,188,1,0,40,1,2,6,4,1,1,30,1,0,0,0,39,0,26,0,0,0,0,137,56,8,3,12,5,2,2,-3,0,0,0,0,13,0,26,0,0,0,0,293,Broncos,Sunday,28,45,0,0
2009-12-06,1,2014,13,DET,CIN,AWAY,13,23,36,Paul Brown Stadium,Artificial,34,49,7,42.5,13.5,7,0,0,6,0,21,12,21:12,14,5,8,1,52,245,4.7,2,20,80,4,1,29,13,165,1,2,5.7,12.7,44.8,45.91,11,2,18.2,1,0,0,1,1,1,1,24,7,45,0,0,3,27,3,5,0,6,262,43.7,2,3,1,0,17,3,3,0,38,48,38:48:00,22,10,10,2,75,321,4.3,2,44,119,2.7,0,29,17,202,1,2,7,11.9,58.6,62.72,16,6,37.5,1,1,100,2,0,1,0,101,9,75,1,1,2,18,8,5,0,4,176,44,3,2,-1,100,100,-5,0,-1,11.4,9.7,9.4,0,0,5,0,1,25,25,6.5,3,0,0,0,31.3,1,1,0,1,0,0,0,1,0,0,2,21,6,128,2,3,6,0,0,0,33.8,2,2,0,0,0,0,0,3,3,0,3,54,3,51,2,47,40,39,2,18,5,1,1,5,0,0,0,0,18,0,42,0,0,0,0,188,24,16,3,27,8,0,0,0,0,1,0,0,25,0,21,0,0,0,0,135,Lions,Sunday,32,31,0,0
2009-12-06,1,2014,13,HOU,JAX,AWAY,18,23,41,Jacksonville Municipal Stadium,Grass,54,71,6,46.5,2,0,7,5,6,0,29,53,29:53:00,19,7,10,2,61,305,5,2,22,72,3.3,1,37,22,233,1,3,6.3,10.6,59.5,53.1,15,5,33.3,1,1,100,4,2,3,2,13,6,37,1,0,2,7,11,7,1,5,225,45,3,1,-2,3,17,3,0,0,30,7,30:07:00,19,7,11,1,68,323,4.8,2,36,107,3,0,28,15,216,2,0,7.7,14.4,53.6,102.68,16,8,50,2,1,50,3,1,3,1,70,4,45,2,1,4,22,6,3,0,3,148,49.3,1,3,2,50,66.7,5,4,2,19.4,34.4,5.1,33.3,33.3,-5,-4,-2,13.6,15.4,12.5,4,3,1,0,38.6,1,1,0,1,0,0,0,1,1,0,3,13,6,111,0,0,7,1,1,0,45,2,2,0,0,0,0,0,3,3,0,2,12,3,59,3,58,44,13,4,22,5,0,1,-4,0,0,0,0,9,0,29,0,0,0,0,193,42,4,2,7,9,0,0,-2,0,0,0,0,12,0,27,0,0,0,0,135,Texans,Sunday,39,32,0,0
2009-12-06,1,2014,13,MIN,ARI,AWAY,17,30,47,University of Phoenix Stadium,Grass,70,40,0,48,-3,7,3,0,7,0,31,17,31:17:00,22,3,19,0,68,315,4.6,2,20,62,3.1,0,45,30,253,2,2,5.6,8.4,66.7,77.36,15,5,33.3,1,1,100,2,1,1,1,2,6,50,0,0,3,22,5,5,0,6,315,52.5,2,1,-1,7,14,6,3,0,28,43,28:43:00,20,5,13,2,57,398,7,3,25,113,4.5,0,32,22,285,3,0,8.9,13,68.8,127.73,10,4,40,0,0,0,4,1,2,1,99,6,50,1,1,0,0,4,7,0,3,122,40.7,1,2,1,50,100,1,-2,-3,20,15.6,6.2,25,50,-1,2,3,35,8.3,0,4,0,0,0,34,2,2,0,0,0,0,0,1,1,0,1,2,6,76,0,0,7,1,1,0,40,3,3,0,0,0,0,0,3,3,0,2,71,3,55,2,28,41,6,0,0,4,1,1,0,0,0,0,0,2,0,26,0,0,0,0,204,50,11,3,22,8,0,0,0,0,0,0,0,64,0,24,0,0,0,0,120,Vikings,Sunday,48,32,0,0
2009-12-06,1,2014,13,NE,MIA,AWAY,21,22,43,Land Shark Stadium,Natural Grass,75,66,5,46,-4,7,7,7,0,0,27,23,27:23:00,18,4,13,1,54,448,8.3,3,25,96,3.8,1,29,19,352,2,2,12.1,18.5,65.5,101.51,10,4,40,1,0,0,3,1,2,1,48,6,82,0,0,0,0,3,2,0,5,250,50,2,1,-1,0,10,9,3,0,32,37,32:37:00,24,2,21,1,80,416,5.2,2,27,88,3.3,0,52,29,328,2,1,6.3,11.3,55.8,79.65,19,10,52.6,3,2,66,4,2,2,1,31,2,10,2,0,1,7,3,3,0,4,191,47.8,1,2,1,33.3,50,0,-1,1,7.4,5.7,0,50,50,0,1,-1,12,10.3,1.9,4,2,0,0,40.2,3,3,0,0,0,0,0,0,0,0,3,29,5,99,1,19,6,3,0,0,40.5,1,1,0,1,0,0,0,3,3,0,3,29,4,107,2,2,50,7,1,8,6,0,0,0,0,0,0,0,12,0,27,0,0,0,0,201,39,9,0,0,4,0,0,-15,0,0,0,0,12,0,51,0,0,0,0,162,Patriots,Sunday,29,53,0,0
2009-12-06,1,2014,13,NO,WAS,AWAY,33,30,63,Fedex Field,Grass,36,52,9,46.5,-9,0,17,3,10,3,35,6,35:06:00,25,4,21,0,74,463,6.3,3,24,55,2.3,0,49,35,408,2,1,8.3,11.7,71.4,101.4,14,6,42.9,1,0,0,4,0,1,0,6,7,102,1,0,1,11,3,3,0,3,100,33.3,1,4,3,10,7,10,3,0,31,23,31:23:00,28,5,19,4,67,455,6.8,3,25,88,3.5,0,42,30,367,3,1,8.7,12.2,71.4,111.9,12,7,58.3,0,0,0,7,3,3,2,14,2,15,3,3,0,0,5,6,0,1,51,51,4,1,-3,0,0,-2,-3,-1,12,7.1,2,42.9,66.7,2,3,1,25,10,0,8,1,0,0,33.3,3,3,0,0,0,0,0,5,4,0,1,2,7,145,1,8,7,1,0,0,53,3,3,0,0,0,0,0,4,3,0,1,0,8,177,1,14,50,9,0,0,4,2,3,44,1,0,0,0,0,0,37,0,0,0,0,100,56,7,1,11,10,1,0,0,0,0,0,0,0,0,39,0,0,0,0,53,Saints,Sunday,50,42,0,0
2009-12-06,1,2014,13,OAK,PIT,AWAY,27,24,51,Heinz Field,Grass,28,54,6,37,16,3,3,0,21,0,32,49,32:49:00,19,3,14,2,65,396,6.1,3,28,109,3.9,0,34,20,287,3,0,8.4,14.4,58.8,115.69,16,6,37.5,2,2,100,2,2,0,0,0,9,70,1,0,3,21,2,4,0,6,281,46.8,0,1,1,3,7,0,14,0,27,11,27:11:00,19,6,12,1,52,401,7.7,3,27,132,4.9,1,24,18,269,2,1,11.2,14.9,75,121.7,9,3,33.3,1,0,0,5,2,1,1,-1,4,41,1,0,1,9,7,4,0,3,130,43.3,1,0,-1,100,0,-5,0,-2,14.8,8,8.1,40,100,5,0,2,14.3,18.9,4,6,2,1,0,40.3,3,3,0,0,0,0,0,2,2,0,0,0,5,80,1,0,5,0,0,0,43.3,3,3,0,0,0,0,0,2,1,0,1,1,5,148,0,0,32,24,1,9,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,242,41,29,2,18,2,0,0,0,0,0,0,0,0,0,83,0,0,0,0,130,Raiders,Sunday,37,25,0,0
2009-12-06,1,2014,13,PHI,ATL,AWAY,34,7,41,Georgia Dome,Dome,72,40,0,43,-5,10,3,14,7,0,29,11,29:11:00,20,7,11,2,55,380,6.9,4,26,103,4,1,27,16,277,2,0,10.3,17.3,59.3,118.9,11,4,36.4,1,1,100,6,3,2,2,154,8,61,0,0,2,9,10,4,0,3,134,44.7,0,3,3,0,0,0,7,0,30,49,30:49:00,22,3,13,6,68,295,4.3,1,22,61,2.8,0,44,23,234,1,2,5.3,10.2,52.3,56.44,14,4,28.6,4,2,50,2,1,2,1,20,6,30,2,1,2,1,5,4,0,6,263,43.8,3,0,-3,50,100,5,0,0,18.2,21.7,6.9,50,50,-5,0,0,15.4,17.2,4.3,7,6,1,0,38,4,4,0,0,0,0,0,3,2,0,3,34,0,0,2,120,1,1,1,0,38.2,1,1,0,0,0,0,0,0,0,0,2,20,6,157,0,0,43,7,2,1,11,2,1,0,0,1,0,0,27,0,0,0,0,0,0,114,38,5,2,9,2,0,0,2,0,0,0,0,14,0,29,0,0,0,0,229,Eagles,Sunday,29,46,0,0
2009-12-06,1,2014,13,SD,CLE,AWAY,30,23,53,Cleveland Browns Stadium,Grass,34,44,8,42.5,-13,10,3,14,3,0,29,23,29:23:00,21,4,16,1,59,477,8.1,3,32,91,2.8,1,26,19,386,2,0,14.8,20.3,73.1,140.71,10,5,50,1,0,0,3,1,2,1,-1,1,5,0,0,1,8,5,3,0,1,49,49,0,1,1,7,0,0,16,0,30,37,30:37:00,24,5,18,1,69,372,5.4,3,22,115,5.2,0,45,25,257,3,0,5.7,10.3,55.6,94.4,16,8,50,2,2,100,4,3,3,2,0,4,30,1,1,2,14,3,2,0,3,131,43.7,1,0,-1,33.3,50,2,1,1,13.6,10.6,3.7,75,66.7,-2,-1,-1,6.2,11.1,4.3,6,0,0,0,49,3,3,0,0,0,0,0,3,3,0,1,1,3,37,0,0,5,0,0,0,37.3,2,2,0,0,0,1,0,2,1,0,1,0,6,148,0,0,46,7,2,14,4,1,1,0,0,0,0,0,0,0,26,0,0,0,0,49,44,7,1,8,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,112,Chargers,Sunday,27,47,0,0
2009-12-06,1,2014,13,SF,SEA,AWAY,17,20,37,Qwest Field,Artificial,35,57,6,41,-1.5,7,7,0,3,0,28,49,28:49:00,14,1,12,1,58,356,6.1,2,12,53,4.4,0,45,27,303,2,0,6.7,11.2,60,94.95,13,1,7.7,2,1,50,2,0,1,0,-3,8,57,2,2,1,7,8,8,0,9,446,49.6,2,1,-1,7,7,0,6,0,31,11,31:11:00,17,4,11,2,69,292,4.2,2,29,107,3.7,0,35,26,185,2,0,5.3,7.1,74.3,105.06,16,4,25,0,0,0,4,2,1,1,61,4,48,3,1,5,20,5,3,0,10,447,44.7,1,2,1,0,0,3,5,4,27.6,20,2.2,50,100,-3,-5,-4,25,10.9,12.5,4,1,0,0,42.8,2,2,0,0,0,0,0,1,1,0,5,3,3,73,0,0,4,1,1,0,43,2,2,0,0,0,0,0,2,2,0,7,61,4,88,0,0,56,15,5,20,2,3,1,0,0,0,0,0,8,0,33,0,0,0,0,385,37,8,1,8,4,1,2,45,0,0,0,0,21,0,33,0,0,0,0,430,49ers,Sunday,46,40,0,0
2009-12-06,1,2014,13,STL,CHI,AWAY,9,17,26,Soldier Field,Grass,36,56,8,40.5,9.5,0,3,3,3,0,32,0,32:00:00,14,6,6,2,65,233,3.6,0,30,135,4.5,0,32,17,98,0,1,3.1,5.8,53.1,46.09,14,2,14.3,1,0,0,1,0,1,0,60,6,85,2,1,3,15,4,5,0,7,317,45.3,2,1,-1,10,0,7,0,0,28,0,28:00:00,14,7,4,3,58,248,4.3,2,38,120,3.2,1,18,9,128,1,0,7.1,14.2,50,91.9,13,4,30.8,1,0,0,4,2,3,2,-3,4,35,6,1,2,15,7,4,0,7,299,42.7,1,2,1,0,0,-3,1,-1,13.2,20,8.6,50,66.7,3,-1,1,13.3,20,10,4,1,0,0,45.7,0,0,0,0,0,0,0,3,3,0,5,60,4,108,0,0,4,1,0,0,34.1,2,2,0,0,0,0,0,1,1,0,3,3,4,100,1,0,46,11,2,15,1,3,1,0,0,0,0,0,30,0,43,0,0,0,0,320,50,15,3,15,5,1,1,43,0,0,0,0,0,0,29,0,0,0,0,239,Rams,Sunday,35,20,0,0
2009-12-06,1,2014,13,TB,CAR,AWAY,6,16,22,Bank of America Stadium,Grass,43,50,7,39,4,0,6,0,0,0,31,4,31:04:00,22,7,13,2,72,469,6.5,0,26,154,5.9,0,44,23,315,0,5,7.2,13.7,52.3,35.89,14,4,28.6,2,1,50,4,0,2,0,36,5,50,0,0,2,6,2,4,0,2,82,41,5,2,-3,10,0,3,3,0,28,56,28:56:00,15,8,7,0,54,309,5.7,1,33,157,4.8,1,20,14,152,0,1,7.6,10.9,70,71.25,11,3,27.3,0,0,0,3,1,2,1,60,5,37,1,1,1,9,4,2,0,5,244,48.8,2,5,3,0,0,-2,2,-1,12.1,9.5,4.3,33.3,50,2,-2,1,7.7,8.7,4.8,3,0,0,0,41,0,0,0,0,0,0,0,4,2,0,5,16,5,129,1,20,5,2,0,0,45.6,1,1,0,0,0,0,0,3,3,0,1,0,3,53,5,60,43,5,1,9,5,0,1,0,0,0,0,0,16,0,33,0,0,0,0,82,47,5,2,6,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,228,Buccaneers,Sunday,46,21,0,0
2009-12-06,1,2014,13,TEN,IND,AWAY,17,27,44,Lucas Oil Stadium,Artificial,34,56,8,45.5,6.5,3,7,0,7,0,32,59,32:59:00,24,8,15,1,77,375,4.9,2,33,142,4.3,0,43,24,233,2,1,5.4,9.7,55.8,76.99,15,8,53.3,3,0,0,5,2,2,0,9,4,50,3,1,1,8,2,4,0,2,78,39,2,0,-2,7,17,0,3,0,27,1,27:01:00,23,5,16,2,64,358,5.6,3,27,88,3.3,2,37,24,270,1,0,7.3,11.2,64.9,95.55,14,9,64.3,0,0,0,4,3,3,3,10,5,40,0,0,0,0,4,2,0,3,117,39,0,2,2,40,0,-2,2,-1,14.8,5.4,2.3,75,100,2,-2,1,6.1,9.1,0,4,1,0,0,39,2,2,0,0,0,0,0,1,1,0,2,9,5,175,0,0,5,5,0,0,36,3,3,0,0,0,0,0,3,2,0,0,0,3,68,1,10,46,10,0,0,4,0,0,-6,0,0,0,0,9,0,56,0,0,0,0,78,55,17,1,8,4,1,1,0,0,0,0,0,0,0,33,0,0,0,0,108,Titans,Sunday,44,37,0,0
2009-12-06,1,2014,13,ARI,MIN,HOME,30,17,47,University of Phoenix Stadium,Grass,70,40,0,48,3,7,14,6,3,0,28,43,28:43:00,20,5,13,2,57,398,7,3,25,113,4.5,0,32,22,285,3,0,8.9,13,68.8,127.73,10,4,40,0,0,0,4,1,2,1,99,6,50,1,1,0,0,4,7,0,3,122,40.7,1,2,1,7,3,0,7,0,31,17,31:17:00,22,3,19,0,68,315,4.6,2,20,62,3.1,0,45,30,253,2,2,5.6,8.4,66.7,77.36,15,5,33.3,1,1,100,2,1,1,1,2,6,50,0,0,3,22,5,5,0,6,315,52.5,2,1,-1,25,50,-1,2,3,35,8.3,0,50,100,1,-2,-3,20,15.6,6.2,7,1,1,0,40,3,3,0,0,0,0,0,3,3,0,2,71,3,55,2,28,4,0,0,0,34,2,2,0,0,0,0,0,1,1,0,1,2,6,76,0,0,50,11,3,22,8,0,0,0,0,0,0,0,64,0,24,0,0,0,0,120,41,6,0,0,4,1,1,0,0,0,0,0,2,0,26,0,0,0,0,204,Cardinals,Sunday,32,48,0,0
2009-12-06,1,2014,13,ATL,PHI,HOME,7,34,41,Georgia Dome,Dome,72,40,0,43,5,0,0,0,7,0,30,49,30:49:00,22,3,13,6,68,295,4.3,1,22,61,2.8,0,44,23,234,1,2,5.3,10.2,52.3,56.44,14,4,28.6,4,2,50,2,1,2,1,20,6,30,2,1,2,1,5,4,0,6,263,43.8,3,0,-3,10,3,14,7,0,29,11,29:11:00,20,7,11,2,55,380,6.9,4,26,103,4,1,27,16,277,2,0,10.3,17.3,59.3,118.9,11,4,36.4,1,1,100,6,3,2,2,154,8,61,0,0,2,9,10,4,0,3,134,44.7,0,3,3,50,50,-5,0,0,15.4,17.2,4.3,50,100,5,0,0,18.2,21.7,6.9,1,1,1,0,38.2,1,1,0,0,0,0,0,0,0,0,2,20,6,157,0,0,7,6,1,0,38,4,4,0,0,0,0,0,3,2,0,3,34,0,0,2,120,38,5,2,9,2,0,0,2,0,0,0,0,14,0,29,0,0,0,0,229,43,7,2,1,11,2,1,0,0,1,0,0,27,0,0,0,0,0,0,114,Falcons,Sunday,46,29,0,0
